"ID","d","e","f"
"9001","d998","e998","f998"
"9000","d999","e999","f999"
"8999","d1000","e1000","f1000"
"8998","d1001","e1001","f1001"
"8997","d1002","e1002","f1002"
"8996","d1003","e1003","f1003"
"8995","d1004","e1004","f1004"
"8994","d1005","e1005","f1005"
"8993","d1006","e1006","f1006"
"8992","d1007","e1007","f1007"
"8991","d1008","e1008","f1008"
"8990","d1009","e1009","f1009"
"8989","d1010","e1010","f1010"
"8988","d1011","e1011","f1011"
"8987","d1012","e1012","f1012"
"8986","d1013","e1013","f1013"
"8985","d1014","e1014","f1014"
"8984","d1015","e1015","f1015"
"8983","d1016","e1016","f1016"
"8982","d1017","e1017","f1017"
"8981","d1018","e1018","f1018"
"8980","d1019","e1019","f1019"
"8979","d1020","e1020","f1020"
"8978","d1021","e1021","f1021"
"8977","d1022","e1022","f1022"
"8976","d1023","e1023","f1023"
"8975","d1024","e1024","f1024"
"8974","d1025","e1025","f1025"
"8973","d1026","e1026","f1026"
"8972","d1027","e1027","f1027"
"8971","d1028","e1028","f1028"
"8970","d1029","e1029","f1029"
"8969","d1030","e1030","f1030"
"8968","d1031","e1031","f1031"
"8967","d1032","e1032","f1032"
"8966","d1033","e1033","f1033"
"8965","d1034","e1034","f1034"
"8964","d1035","e1035","f1035"
"8963","d1036","e1036","f1036"
"8962","d1037","e1037","f1037"
"8961","d1038","e1038","f1038"
"8960","d1039","e1039","f1039"
"8959","d1040","e1040","f1040"
"8958","d1041","e1041","f1041"
"8957","d1042","e1042","f1042"
"8956","d1043","e1043","f1043"
"8955","d1044","e1044","f1044"
"8954","d1045","e1045","f1045"
"8953","d1046","e1046","f1046"
"8952","d1047","e1047","f1047"
"8951","d1048","e1048","f1048"
"8950","d1049","e1049","f1049"
"8949","d1050","e1050","f1050"
"8948","d1051","e1051","f1051"
"8947","d1052","e1052","f1052"
"8946","d1053","e1053","f1053"
"8945","d1054","e1054","f1054"
"8944","d1055","e1055","f1055"
"8943","d1056","e1056","f1056"
"8942","d1057","e1057","f1057"
"8941","d1058","e1058","f1058"
"8940","d1059","e1059","f1059"
"8939","d1060","e1060","f1060"
"8938","d1061","e1061","f1061"
"8937","d1062","e1062","f1062"
"8936","d1063","e1063","f1063"
"8935","d1064","e1064","f1064"
"8934","d1065","e1065","f1065"
"8933","d1066","e1066","f1066"
"8932","d1067","e1067","f1067"
"8931","d1068","e1068","f1068"
"8930","d1069","e1069","f1069"
"8929","d1070","e1070","f1070"
"8928","d1071","e1071","f1071"
"8927","d1072","e1072","f1072"
"8926","d1073","e1073","f1073"
"8925","d1074","e1074","f1074"
"8924","d1075","e1075","f1075"
"8923","d1076","e1076","f1076"
"8922","d1077","e1077","f1077"
"8921","d1078","e1078","f1078"
"8920","d1079","e1079","f1079"
"8919","d1080","e1080","f1080"
"8918","d1081","e1081","f1081"
"8917","d1082","e1082","f1082"
"8916","d1083","e1083","f1083"
"8915","d1084","e1084","f1084"
"8914","d1085","e1085","f1085"
"8913","d1086","e1086","f1086"
"8912","d1087","e1087","f1087"
"8911","d1088","e1088","f1088"
"8910","d1089","e1089","f1089"
"8909","d1090","e1090","f1090"
"8908","d1091","e1091","f1091"
"8907","d1092","e1092","f1092"
"8906","d1093","e1093","f1093"
"8905","d1094","e1094","f1094"
"8904","d1095","e1095","f1095"
"8903","d1096","e1096","f1096"
"8902","d1097","e1097","f1097"
"8901","d1098","e1098","f1098"
"8900","d1099","e1099","f1099"
"8899","d1100","e1100","f1100"
"8898","d1101","e1101","f1101"
"8897","d1102","e1102","f1102"
"8896","d1103","e1103","f1103"
"8895","d1104","e1104","f1104"
"8894","d1105","e1105","f1105"
"8893","d1106","e1106","f1106"
"8892","d1107","e1107","f1107"
"8891","d1108","e1108","f1108"
"8890","d1109","e1109","f1109"
"8889","d1110","e1110","f1110"
"8888","d1111","e1111","f1111"
"8887","d1112","e1112","f1112"
"8886","d1113","e1113","f1113"
"8885","d1114","e1114","f1114"
"8884","d1115","e1115","f1115"
"8883","d1116","e1116","f1116"
"8882","d1117","e1117","f1117"
"8881","d1118","e1118","f1118"
"8880","d1119","e1119","f1119"
"8879","d1120","e1120","f1120"
"8878","d1121","e1121","f1121"
"8877","d1122","e1122","f1122"
"8876","d1123","e1123","f1123"
"8875","d1124","e1124","f1124"
"8874","d1125","e1125","f1125"
"8873","d1126","e1126","f1126"
"8872","d1127","e1127","f1127"
"8871","d1128","e1128","f1128"
"8870","d1129","e1129","f1129"
"8869","d1130","e1130","f1130"
"8868","d1131","e1131","f1131"
"8867","d1132","e1132","f1132"
"8866","d1133","e1133","f1133"
"8865","d1134","e1134","f1134"
"8864","d1135","e1135","f1135"
"8863","d1136","e1136","f1136"
"8862","d1137","e1137","f1137"
"8861","d1138","e1138","f1138"
"8860","d1139","e1139","f1139"
"8859","d1140","e1140","f1140"
"8858","d1141","e1141","f1141"
"8857","d1142","e1142","f1142"
"8856","d1143","e1143","f1143"
"8855","d1144","e1144","f1144"
"8854","d1145","e1145","f1145"
"8853","d1146","e1146","f1146"
"8852","d1147","e1147","f1147"
"8851","d1148","e1148","f1148"
"8850","d1149","e1149","f1149"
"8849","d1150","e1150","f1150"
"8848","d1151","e1151","f1151"
"8847","d1152","e1152","f1152"
"8846","d1153","e1153","f1153"
"8845","d1154","e1154","f1154"
"8844","d1155","e1155","f1155"
"8843","d1156","e1156","f1156"
"8842","d1157","e1157","f1157"
"8841","d1158","e1158","f1158"
"8840","d1159","e1159","f1159"
"8839","d1160","e1160","f1160"
"8838","d1161","e1161","f1161"
"8837","d1162","e1162","f1162"
"8836","d1163","e1163","f1163"
"8835","d1164","e1164","f1164"
"8834","d1165","e1165","f1165"
"8833","d1166","e1166","f1166"
"8832","d1167","e1167","f1167"
"8831","d1168","e1168","f1168"
"8830","d1169","e1169","f1169"
"8829","d1170","e1170","f1170"
"8828","d1171","e1171","f1171"
"8827","d1172","e1172","f1172"
"8826","d1173","e1173","f1173"
"8825","d1174","e1174","f1174"
"8824","d1175","e1175","f1175"
"8823","d1176","e1176","f1176"
"8822","d1177","e1177","f1177"
"8821","d1178","e1178","f1178"
"8820","d1179","e1179","f1179"
"8819","d1180","e1180","f1180"
"8818","d1181","e1181","f1181"
"8817","d1182","e1182","f1182"
"8816","d1183","e1183","f1183"
"8815","d1184","e1184","f1184"
"8814","d1185","e1185","f1185"
"8813","d1186","e1186","f1186"
"8812","d1187","e1187","f1187"
"8811","d1188","e1188","f1188"
"8810","d1189","e1189","f1189"
"8809","d1190","e1190","f1190"
"8808","d1191","e1191","f1191"
"8807","d1192","e1192","f1192"
"8806","d1193","e1193","f1193"
"8805","d1194","e1194","f1194"
"8804","d1195","e1195","f1195"
"8803","d1196","e1196","f1196"
"8802","d1197","e1197","f1197"
"8801","d1198","e1198","f1198"
"8800","d1199","e1199","f1199"
"8799","d1200","e1200","f1200"
"8798","d1201","e1201","f1201"
"8797","d1202","e1202","f1202"
"8796","d1203","e1203","f1203"
"8795","d1204","e1204","f1204"
"8794","d1205","e1205","f1205"
"8793","d1206","e1206","f1206"
"8792","d1207","e1207","f1207"
"8791","d1208","e1208","f1208"
"8790","d1209","e1209","f1209"
"8789","d1210","e1210","f1210"
"8788","d1211","e1211","f1211"
"8787","d1212","e1212","f1212"
"8786","d1213","e1213","f1213"
"8785","d1214","e1214","f1214"
"8784","d1215","e1215","f1215"
"8783","d1216","e1216","f1216"
"8782","d1217","e1217","f1217"
"8781","d1218","e1218","f1218"
"8780","d1219","e1219","f1219"
"8779","d1220","e1220","f1220"
"8778","d1221","e1221","f1221"
"8777","d1222","e1222","f1222"
"8776","d1223","e1223","f1223"
"8775","d1224","e1224","f1224"
"8774","d1225","e1225","f1225"
"8773","d1226","e1226","f1226"
"8772","d1227","e1227","f1227"
"8771","d1228","e1228","f1228"
"8770","d1229","e1229","f1229"
"8769","d1230","e1230","f1230"
"8768","d1231","e1231","f1231"
"8767","d1232","e1232","f1232"
"8766","d1233","e1233","f1233"
"8765","d1234","e1234","f1234"
"8764","d1235","e1235","f1235"
"8763","d1236","e1236","f1236"
"8762","d1237","e1237","f1237"
"8761","d1238","e1238","f1238"
"8760","d1239","e1239","f1239"
"8759","d1240","e1240","f1240"
"8758","d1241","e1241","f1241"
"8757","d1242","e1242","f1242"
"8756","d1243","e1243","f1243"
"8755","d1244","e1244","f1244"
"8754","d1245","e1245","f1245"
"8753","d1246","e1246","f1246"
"8752","d1247","e1247","f1247"
"8751","d1248","e1248","f1248"
"8750","d1249","e1249","f1249"
"8749","d1250","e1250","f1250"
"8748","d1251","e1251","f1251"
"8747","d1252","e1252","f1252"
"8746","d1253","e1253","f1253"
"8745","d1254","e1254","f1254"
"8744","d1255","e1255","f1255"
"8743","d1256","e1256","f1256"
"8742","d1257","e1257","f1257"
"8741","d1258","e1258","f1258"
"8740","d1259","e1259","f1259"
"8739","d1260","e1260","f1260"
"8738","d1261","e1261","f1261"
"8737","d1262","e1262","f1262"
"8736","d1263","e1263","f1263"
"8735","d1264","e1264","f1264"
"8734","d1265","e1265","f1265"
"8733","d1266","e1266","f1266"
"8732","d1267","e1267","f1267"
"8731","d1268","e1268","f1268"
"8730","d1269","e1269","f1269"
"8729","d1270","e1270","f1270"
"8728","d1271","e1271","f1271"
"8727","d1272","e1272","f1272"
"8726","d1273","e1273","f1273"
"8725","d1274","e1274","f1274"
"8724","d1275","e1275","f1275"
"8723","d1276","e1276","f1276"
"8722","d1277","e1277","f1277"
"8721","d1278","e1278","f1278"
"8720","d1279","e1279","f1279"
"8719","d1280","e1280","f1280"
"8718","d1281","e1281","f1281"
"8717","d1282","e1282","f1282"
"8716","d1283","e1283","f1283"
"8715","d1284","e1284","f1284"
"8714","d1285","e1285","f1285"
"8713","d1286","e1286","f1286"
"8712","d1287","e1287","f1287"
"8711","d1288","e1288","f1288"
"8710","d1289","e1289","f1289"
"8709","d1290","e1290","f1290"
"8708","d1291","e1291","f1291"
"8707","d1292","e1292","f1292"
"8706","d1293","e1293","f1293"
"8705","d1294","e1294","f1294"
"8704","d1295","e1295","f1295"
"8703","d1296","e1296","f1296"
"8702","d1297","e1297","f1297"
"8701","d1298","e1298","f1298"
"8700","d1299","e1299","f1299"
"8699","d1300","e1300","f1300"
"8698","d1301","e1301","f1301"
"8697","d1302","e1302","f1302"
"8696","d1303","e1303","f1303"
"8695","d1304","e1304","f1304"
"8694","d1305","e1305","f1305"
"8693","d1306","e1306","f1306"
"8692","d1307","e1307","f1307"
"8691","d1308","e1308","f1308"
"8690","d1309","e1309","f1309"
"8689","d1310","e1310","f1310"
"8688","d1311","e1311","f1311"
"8687","d1312","e1312","f1312"
"8686","d1313","e1313","f1313"
"8685","d1314","e1314","f1314"
"8684","d1315","e1315","f1315"
"8683","d1316","e1316","f1316"
"8682","d1317","e1317","f1317"
"8681","d1318","e1318","f1318"
"8680","d1319","e1319","f1319"
"8679","d1320","e1320","f1320"
"8678","d1321","e1321","f1321"
"8677","d1322","e1322","f1322"
"8676","d1323","e1323","f1323"
"8675","d1324","e1324","f1324"
"8674","d1325","e1325","f1325"
"8673","d1326","e1326","f1326"
"8672","d1327","e1327","f1327"
"8671","d1328","e1328","f1328"
"8670","d1329","e1329","f1329"
"8669","d1330","e1330","f1330"
"8668","d1331","e1331","f1331"
"8667","d1332","e1332","f1332"
"8666","d1333","e1333","f1333"
"8665","d1334","e1334","f1334"
"8664","d1335","e1335","f1335"
"8663","d1336","e1336","f1336"
"8662","d1337","e1337","f1337"
"8661","d1338","e1338","f1338"
"8660","d1339","e1339","f1339"
"8659","d1340","e1340","f1340"
"8658","d1341","e1341","f1341"
"8657","d1342","e1342","f1342"
"8656","d1343","e1343","f1343"
"8655","d1344","e1344","f1344"
"8654","d1345","e1345","f1345"
"8653","d1346","e1346","f1346"
"8652","d1347","e1347","f1347"
"8651","d1348","e1348","f1348"
"8650","d1349","e1349","f1349"
"8649","d1350","e1350","f1350"
"8648","d1351","e1351","f1351"
"8647","d1352","e1352","f1352"
"8646","d1353","e1353","f1353"
"8645","d1354","e1354","f1354"
"8644","d1355","e1355","f1355"
"8643","d1356","e1356","f1356"
"8642","d1357","e1357","f1357"
"8641","d1358","e1358","f1358"
"8640","d1359","e1359","f1359"
"8639","d1360","e1360","f1360"
"8638","d1361","e1361","f1361"
"8637","d1362","e1362","f1362"
"8636","d1363","e1363","f1363"
"8635","d1364","e1364","f1364"
"8634","d1365","e1365","f1365"
"8633","d1366","e1366","f1366"
"8632","d1367","e1367","f1367"
"8631","d1368","e1368","f1368"
"8630","d1369","e1369","f1369"
"8629","d1370","e1370","f1370"
"8628","d1371","e1371","f1371"
"8627","d1372","e1372","f1372"
"8626","d1373","e1373","f1373"
"8625","d1374","e1374","f1374"
"8624","d1375","e1375","f1375"
"8623","d1376","e1376","f1376"
"8622","d1377","e1377","f1377"
"8621","d1378","e1378","f1378"
"8620","d1379","e1379","f1379"
"8619","d1380","e1380","f1380"
"8618","d1381","e1381","f1381"
"8617","d1382","e1382","f1382"
"8616","d1383","e1383","f1383"
"8615","d1384","e1384","f1384"
"8614","d1385","e1385","f1385"
"8613","d1386","e1386","f1386"
"8612","d1387","e1387","f1387"
"8611","d1388","e1388","f1388"
"8610","d1389","e1389","f1389"
"8609","d1390","e1390","f1390"
"8608","d1391","e1391","f1391"
"8607","d1392","e1392","f1392"
"8606","d1393","e1393","f1393"
"8605","d1394","e1394","f1394"
"8604","d1395","e1395","f1395"
"8603","d1396","e1396","f1396"
"8602","d1397","e1397","f1397"
"8601","d1398","e1398","f1398"
"8600","d1399","e1399","f1399"
"8599","d1400","e1400","f1400"
"8598","d1401","e1401","f1401"
"8597","d1402","e1402","f1402"
"8596","d1403","e1403","f1403"
"8595","d1404","e1404","f1404"
"8594","d1405","e1405","f1405"
"8593","d1406","e1406","f1406"
"8592","d1407","e1407","f1407"
"8591","d1408","e1408","f1408"
"8590","d1409","e1409","f1409"
"8589","d1410","e1410","f1410"
"8588","d1411","e1411","f1411"
"8587","d1412","e1412","f1412"
"8586","d1413","e1413","f1413"
"8585","d1414","e1414","f1414"
"8584","d1415","e1415","f1415"
"8583","d1416","e1416","f1416"
"8582","d1417","e1417","f1417"
"8581","d1418","e1418","f1418"
"8580","d1419","e1419","f1419"
"8579","d1420","e1420","f1420"
"8578","d1421","e1421","f1421"
"8577","d1422","e1422","f1422"
"8576","d1423","e1423","f1423"
"8575","d1424","e1424","f1424"
"8574","d1425","e1425","f1425"
"8573","d1426","e1426","f1426"
"8572","d1427","e1427","f1427"
"8571","d1428","e1428","f1428"
"8570","d1429","e1429","f1429"
"8569","d1430","e1430","f1430"
"8568","d1431","e1431","f1431"
"8567","d1432","e1432","f1432"
"8566","d1433","e1433","f1433"
"8565","d1434","e1434","f1434"
"8564","d1435","e1435","f1435"
"8563","d1436","e1436","f1436"
"8562","d1437","e1437","f1437"
"8561","d1438","e1438","f1438"
"8560","d1439","e1439","f1439"
"8559","d1440","e1440","f1440"
"8558","d1441","e1441","f1441"
"8557","d1442","e1442","f1442"
"8556","d1443","e1443","f1443"
"8555","d1444","e1444","f1444"
"8554","d1445","e1445","f1445"
"8553","d1446","e1446","f1446"
"8552","d1447","e1447","f1447"
"8551","d1448","e1448","f1448"
"8550","d1449","e1449","f1449"
"8549","d1450","e1450","f1450"
"8548","d1451","e1451","f1451"
"8547","d1452","e1452","f1452"
"8546","d1453","e1453","f1453"
"8545","d1454","e1454","f1454"
"8544","d1455","e1455","f1455"
"8543","d1456","e1456","f1456"
"8542","d1457","e1457","f1457"
"8541","d1458","e1458","f1458"
"8540","d1459","e1459","f1459"
"8539","d1460","e1460","f1460"
"8538","d1461","e1461","f1461"
"8537","d1462","e1462","f1462"
"8536","d1463","e1463","f1463"
"8535","d1464","e1464","f1464"
"8534","d1465","e1465","f1465"
"8533","d1466","e1466","f1466"
"8532","d1467","e1467","f1467"
"8531","d1468","e1468","f1468"
"8530","d1469","e1469","f1469"
"8529","d1470","e1470","f1470"
"8528","d1471","e1471","f1471"
"8527","d1472","e1472","f1472"
"8526","d1473","e1473","f1473"
"8525","d1474","e1474","f1474"
"8524","d1475","e1475","f1475"
"8523","d1476","e1476","f1476"
"8522","d1477","e1477","f1477"
"8521","d1478","e1478","f1478"
"8520","d1479","e1479","f1479"
"8519","d1480","e1480","f1480"
"8518","d1481","e1481","f1481"
"8517","d1482","e1482","f1482"
"8516","d1483","e1483","f1483"
"8515","d1484","e1484","f1484"
"8514","d1485","e1485","f1485"
"8513","d1486","e1486","f1486"
"8512","d1487","e1487","f1487"
"8511","d1488","e1488","f1488"
"8510","d1489","e1489","f1489"
"8509","d1490","e1490","f1490"
"8508","d1491","e1491","f1491"
"8507","d1492","e1492","f1492"
"8506","d1493","e1493","f1493"
"8505","d1494","e1494","f1494"
"8504","d1495","e1495","f1495"
"8503","d1496","e1496","f1496"
"8502","d1497","e1497","f1497"
"8501","d1498","e1498","f1498"
"8500","d1499","e1499","f1499"
"8499","d1500","e1500","f1500"
"8498","d1501","e1501","f1501"
"8497","d1502","e1502","f1502"
"8496","d1503","e1503","f1503"
"8495","d1504","e1504","f1504"
"8494","d1505","e1505","f1505"
"8493","d1506","e1506","f1506"
"8492","d1507","e1507","f1507"
"8491","d1508","e1508","f1508"
"8490","d1509","e1509","f1509"
"8489","d1510","e1510","f1510"
"8488","d1511","e1511","f1511"
"8487","d1512","e1512","f1512"
"8486","d1513","e1513","f1513"
"8485","d1514","e1514","f1514"
"8484","d1515","e1515","f1515"
"8483","d1516","e1516","f1516"
"8482","d1517","e1517","f1517"
"8481","d1518","e1518","f1518"
"8480","d1519","e1519","f1519"
"8479","d1520","e1520","f1520"
"8478","d1521","e1521","f1521"
"8477","d1522","e1522","f1522"
"8476","d1523","e1523","f1523"
"8475","d1524","e1524","f1524"
"8474","d1525","e1525","f1525"
"8473","d1526","e1526","f1526"
"8472","d1527","e1527","f1527"
"8471","d1528","e1528","f1528"
"8470","d1529","e1529","f1529"
"8469","d1530","e1530","f1530"
"8468","d1531","e1531","f1531"
"8467","d1532","e1532","f1532"
"8466","d1533","e1533","f1533"
"8465","d1534","e1534","f1534"
"8464","d1535","e1535","f1535"
"8463","d1536","e1536","f1536"
"8462","d1537","e1537","f1537"
"8461","d1538","e1538","f1538"
"8460","d1539","e1539","f1539"
"8459","d1540","e1540","f1540"
"8458","d1541","e1541","f1541"
"8457","d1542","e1542","f1542"
"8456","d1543","e1543","f1543"
"8455","d1544","e1544","f1544"
"8454","d1545","e1545","f1545"
"8453","d1546","e1546","f1546"
"8452","d1547","e1547","f1547"
"8451","d1548","e1548","f1548"
"8450","d1549","e1549","f1549"
"8449","d1550","e1550","f1550"
"8448","d1551","e1551","f1551"
"8447","d1552","e1552","f1552"
"8446","d1553","e1553","f1553"
"8445","d1554","e1554","f1554"
"8444","d1555","e1555","f1555"
"8443","d1556","e1556","f1556"
"8442","d1557","e1557","f1557"
"8441","d1558","e1558","f1558"
